arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,PS,num-cpu,bus_speed,runtime,power
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,1000000,2,4096,1557335.8080000002,13.4020253
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,1000000,2,4096,1931644.7480000001,13.56543486
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,1000000,2,4096,2187843.474,15.2245598
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,100000,2,4096,105738.2643,12.34259337
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,100000,2,4096,148540.6597,13.73383694
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,100000,2,4096,192335.0203,13.47971314
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,100000,2,4096,204958.049,14.61686045
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,5000000,2,4096,5238070.242,12.60698508
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,5000000,2,4096,7636314.692000001,13.52686983
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,5000000,2,4096,9551103.85,14.53228456
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,5000000,2,4096,11452830.05,15.74060029
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,1,500000,2,4096,525782.8685,12.39201463
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,2,500000,2,4096,766230.0992,13.13273273
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,3,500000,2,4096,952682.5073,13.46725368
IntelCorei76500U_DDR31600_8GB,3.0,X86_64,8,64,1,32,8,64,1,256,16,64,4,4096,4,DDR3,1600,4,500000,2,4096,1029703.625,15.07496664
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,1,10000000,12,32768,11636923.16,39.12083311
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,10,10000000,12,32768,33779254.44,47.84119374
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,11,10000000,12,32768,33449737.66,49.79162368
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,12,10000000,12,32768,33763623.24,52.89186811
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,13,10000000,12,32768,34418416.48,53.03165867
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,14,10000000,12,32768,34872901.92,55.20418377
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,15,10000000,12,32768,35336449.8,56.20177901
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,16,10000000,12,32768,35882019.51,56.43521502
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,17,10000000,12,32768,36125645.06,56.60024475
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,18,10000000,12,32768,36447118.39,56.99643390000001
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,19,10000000,12,32768,36606677.49,57.59723698
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,2,10000000,12,32768,19632615.06,60.61707746
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,20,10000000,12,32768,36766279.92,57.716221
IntelXeonE52620_DDR41866_16GB,2.4,X86_64,8,64,1,32,8,64,1,256,8,64,12,15360,16,DDR4,1866,21,10000000,12,32768,37234060.08,58.25602489999999
